id,category,rank,english,korean,example,datasetVersion,sourceType
588,Core Word,138,address,주소 / 다루다,"I use the word ""address"" often.",2.0,curated-speaking-core
589,Core Word,139,after,후에,"I use the word ""after"" often.",2.0,curated-speaking-core
590,Core Word,140,again,다시,We use this again in conversation.,2.0,curated-speaking-core
591,Core Word,141,against,~에 반대하여,"I use the word ""against"" often.",2.0,curated-speaking-core
592,Core Word,142,age,나이,"I use the word ""age"" often.",2.0,curated-speaking-core
593,Core Word,143,ago,~전에,"I use the word ""ago"" often.",2.0,curated-speaking-core
594,Core Word,144,air,공기,"I use the word ""air"" often.",2.0,curated-speaking-core
595,Core Word,145,all,모두,"I use the word ""all"" often.",2.0,curated-speaking-core
596,Core Word,146,almost,거의,We use this almost in conversation.,2.0,curated-speaking-core
597,Core Word,147,alone,혼자,"I use the word ""alone"" often.",2.0,curated-speaking-core
598,Core Word,148,along,따라서 / 함께,"I use the word ""along"" often.",2.0,curated-speaking-core
599,Core Word,149,already,이미,We use this already in conversation.,2.0,curated-speaking-core
600,Core Word,150,also,또한,"I use the word ""also"" often.",2.0,curated-speaking-core
601,Core Word,151,always,항상,"I use the word ""always"" often.",2.0,curated-speaking-core
602,Core Word,152,among,~사이에,"I use the word ""among"" often.",2.0,curated-speaking-core
603,Core Word,153,amount,양,"I use the word ""amount"" often.",2.0,curated-speaking-core
604,Core Word,154,another,또 다른,"I use the word ""another"" often.",2.0,curated-speaking-core
605,Core Word,155,any,어떤 / 아무,"I use the word ""any"" often.",2.0,curated-speaking-core
606,Core Word,156,anyone,누구든,"I use the word ""anyone"" often.",2.0,curated-speaking-core
607,Core Word,157,anything,무엇이든,"I use the word ""anything"" often.",2.0,curated-speaking-core
608,Core Word,158,around,주변에 / 약,"I use the word ""around"" often.",2.0,curated-speaking-core
609,Core Word,159,away,떨어져,"I use the word ""away"" often.",2.0,curated-speaking-core
610,Core Word,160,back,뒤 / 다시,"I use the word ""back"" often.",2.0,curated-speaking-core
611,Core Word,161,bad,나쁜,"I use the word ""bad"" often.",2.0,curated-speaking-core
612,Core Word,162,base,기반,"I use the word ""base"" often.",2.0,curated-speaking-core
613,Core Word,163,basic,기본적인,"I use the word ""basic"" often.",2.0,curated-speaking-core
614,Core Word,164,because,왜냐하면,We can use 'because' to connect ideas.,2.0,curated-speaking-core
615,Core Word,165,before,전에,"I use the word ""before"" often.",2.0,curated-speaking-core
616,Core Word,166,behind,뒤에,"I use the word ""behind"" often.",2.0,curated-speaking-core
617,Core Word,167,best,최고의,This is a best option.,2.0,curated-speaking-core
618,Core Word,168,better,더 나은,This is a better option.,2.0,curated-speaking-core
619,Core Word,169,between,사이에,"I use the word ""between"" often.",2.0,curated-speaking-core
620,Core Word,170,big,큰,"I use the word ""big"" often.",2.0,curated-speaking-core
621,Core Word,171,bit,조금,"I use the word ""bit"" often.",2.0,curated-speaking-core
622,Core Word,172,both,둘 다,"I use the word ""both"" often.",2.0,curated-speaking-core
623,Core Word,173,business,업무 / 사업,"I use the word ""business"" often.",2.0,curated-speaking-core
624,Core Word,174,case,경우,"I use the word ""case"" often.",2.0,curated-speaking-core
625,Core Word,175,certain,확실한,This is a certain option.,2.0,curated-speaking-core
626,Core Word,176,chance,기회 / 가능성,"I use the word ""chance"" often.",2.0,curated-speaking-core
627,Core Word,177,clear,명확한,This is a clear option.,2.0,curated-speaking-core
628,Core Word,178,common,흔한,This is a common option.,2.0,curated-speaking-core
629,Core Word,179,company,회사,"I use the word ""company"" often.",2.0,curated-speaking-core
630,Core Word,180,complete,완료된,"I use the word ""complete"" often.",2.0,curated-speaking-core
631,Core Word,181,current,현재의,"I use the word ""current"" often.",2.0,curated-speaking-core
632,Core Word,182,data,데이터,"I use the word ""data"" often.",2.0,curated-speaking-core
633,Core Word,183,day,날,"I use the word ""day"" often.",2.0,curated-speaking-core
634,Core Word,184,deal,다루다 / 거래,"I use the word ""deal"" often.",2.0,curated-speaking-core
635,Core Word,185,different,다른,This is a different option.,2.0,curated-speaking-core
636,Core Word,186,easy,쉬운,This is a easy option.,2.0,curated-speaking-core
637,Core Word,187,either,둘 중 하나,"I use the word ""either"" often.",2.0,curated-speaking-core
638,Core Word,188,else,그 밖에,"I use the word ""else"" often.",2.0,curated-speaking-core
639,Core Word,189,end,끝,"I use the word ""end"" often.",2.0,curated-speaking-core
640,Core Word,190,enough,충분한,"I use the word ""enough"" often.",2.0,curated-speaking-core
641,Core Word,191,error,오류,"I use the word ""error"" often.",2.0,curated-speaking-core
642,Core Word,192,even,심지어,"I use the word ""even"" often.",2.0,curated-speaking-core
643,Core Word,193,ever,언젠가 / ever,"I use the word ""ever"" often.",2.0,curated-speaking-core
644,Core Word,194,every,모든,"I use the word ""every"" often.",2.0,curated-speaking-core
645,Core Word,195,example,예시,"I use the word ""example"" often.",2.0,curated-speaking-core
646,Core Word,196,fact,사실,"I use the word ""fact"" often.",2.0,curated-speaking-core
647,Core Word,197,far,멀리,"I use the word ""far"" often.",2.0,curated-speaking-core
648,Core Word,198,few,몇몇,"I use the word ""few"" often.",2.0,curated-speaking-core
649,Core Word,199,first,첫 번째,"I use the word ""first"" often.",2.0,curated-speaking-core
650,Core Word,200,free,무료의 / 한가한,This is a free option.,2.0,curated-speaking-core
651,Core Word,201,full,가득 찬,This is a full option.,2.0,curated-speaking-core
652,Core Word,202,general,일반적인,This is a general option.,2.0,curated-speaking-core
653,Core Word,203,good,좋은,This is a good option.,2.0,curated-speaking-core
654,Core Word,204,great,훌륭한,This is a great option.,2.0,curated-speaking-core
655,Core Word,205,group,그룹,"I use the word ""group"" often.",2.0,curated-speaking-core
656,Core Word,206,hard,어려운 / 열심히,This is a hard option.,2.0,curated-speaking-core
657,Core Word,207,here,여기,"I use the word ""here"" often.",2.0,curated-speaking-core
658,Core Word,208,high,높은,This is a high option.,2.0,curated-speaking-core
659,Core Word,209,home,집,"I use the word ""home"" often.",2.0,curated-speaking-core
660,Core Word,210,hour,시간,"I use the word ""hour"" often.",2.0,curated-speaking-core
661,Core Word,211,idea,아이디어,"I use the word ""idea"" often.",2.0,curated-speaking-core
662,Core Word,212,important,중요한,This is a important option.,2.0,curated-speaking-core
663,Core Word,213,information,정보,"I use the word ""information"" often.",2.0,curated-speaking-core
664,Core Word,214,inside,안쪽,"I use the word ""inside"" often.",2.0,curated-speaking-core
665,Core Word,215,issue,이슈 / 문제,"I use the word ""issue"" often.",2.0,curated-speaking-core
666,Core Word,216,job,직업 / 작업,"I use the word ""job"" often.",2.0,curated-speaking-core
667,Core Word,217,kind,종류,"I use the word ""kind"" often.",2.0,curated-speaking-core
668,Core Word,218,last,마지막 / 지난,"I use the word ""last"" often.",2.0,curated-speaking-core
669,Core Word,219,late,늦은,"I use the word ""late"" often.",2.0,curated-speaking-core
670,Core Word,220,later,나중에,We use this later in conversation.,2.0,curated-speaking-core
671,Core Word,221,least,최소,"I use the word ""least"" often.",2.0,curated-speaking-core
672,Core Word,222,less,더 적은,"I use the word ""less"" often.",2.0,curated-speaking-core
673,Core Word,223,level,수준,"I use the word ""level"" often.",2.0,curated-speaking-core
674,Core Word,224,life,삶,"I use the word ""life"" often.",2.0,curated-speaking-core
675,Core Word,225,little,조금 / 작은,"I use the word ""little"" often.",2.0,curated-speaking-core
676,Core Word,226,long,긴,This is a long option.,2.0,curated-speaking-core
677,Core Word,227,lot,많이,"I use the word ""lot"" often.",2.0,curated-speaking-core
678,Core Word,228,low,낮은,This is a low option.,2.0,curated-speaking-core
679,Core Word,229,main,주요한,This is a main option.,2.0,curated-speaking-core
680,Core Word,230,many,많은,"I use the word ""many"" often.",2.0,curated-speaking-core
681,Core Word,231,matter,문제 / 중요하다,"I use the word ""matter"" often.",2.0,curated-speaking-core
682,Core Word,232,maybe,아마,We use this maybe in conversation.,2.0,curated-speaking-core
683,Core Word,233,more,더 많은,"I use the word ""more"" often.",2.0,curated-speaking-core
684,Core Word,234,most,대부분,"I use the word ""most"" often.",2.0,curated-speaking-core
685,Core Word,235,much,많이,"I use the word ""much"" often.",2.0,curated-speaking-core
686,Core Word,236,name,이름,"I use the word ""name"" often.",2.0,curated-speaking-core
687,Core Word,237,new,새로운,This is a new option.,2.0,curated-speaking-core
688,Core Word,238,next,다음,"I use the word ""next"" often.",2.0,curated-speaking-core
689,Core Word,239,nothing,아무것도 없음,"I use the word ""nothing"" often.",2.0,curated-speaking-core
690,Core Word,240,number,숫자,"I use the word ""number"" often.",2.0,curated-speaking-core
691,Core Word,241,old,오래된,This is a old option.,2.0,curated-speaking-core
692,Core Word,242,once,한 번,"I use the word ""once"" often.",2.0,curated-speaking-core
693,Core Word,243,only,오직,Please do it only.,2.0,curated-speaking-core
694,Core Word,244,other,다른,"I use the word ""other"" often.",2.0,curated-speaking-core
695,Core Word,245,outside,밖,"I use the word ""outside"" often.",2.0,curated-speaking-core
696,Core Word,246,own,자신의,"I use the word ""own"" often.",2.0,curated-speaking-core
697,Core Word,247,part,부분,"I use the word ""part"" often.",2.0,curated-speaking-core
698,Core Word,248,people,사람들,"I use the word ""people"" often.",2.0,curated-speaking-core
699,Core Word,249,point,점 / 요점,"I use the word ""point"" often.",2.0,curated-speaking-core
700,Core Word,250,possible,가능한,This is a possible option.,2.0,curated-speaking-core
701,Core Word,251,problem,문제,"I use the word ""problem"" often.",2.0,curated-speaking-core
702,Core Word,252,process,프로세스,We need to process this today.,2.0,curated-speaking-core
703,Core Word,253,project,프로젝트,"I use the word ""project"" often.",2.0,curated-speaking-core
704,Core Word,254,question,질문,"I use the word ""question"" often.",2.0,curated-speaking-core
705,Core Word,255,quick,빠른,This is a quick option.,2.0,curated-speaking-core
706,Core Word,256,ready,준비된,This is a ready option.,2.0,curated-speaking-core
707,Core Word,257,reason,이유,"I use the word ""reason"" often.",2.0,curated-speaking-core
708,Core Word,258,result,결과,"I use the word ""result"" often.",2.0,curated-speaking-core
709,Core Word,259,right,맞는 / 오른쪽,This is a right option.,2.0,curated-speaking-core
710,Core Word,260,same,같은,This is a same option.,2.0,curated-speaking-core
711,Core Word,261,second,두 번째 / 초,"I use the word ""second"" often.",2.0,curated-speaking-core
712,Core Word,262,service,서비스,"I use the word ""service"" often.",2.0,curated-speaking-core
713,Core Word,263,short,짧은,This is a short option.,2.0,curated-speaking-core
714,Core Word,264,side,쪽,"I use the word ""side"" often.",2.0,curated-speaking-core
715,Core Word,265,simple,간단한,This is a simple option.,2.0,curated-speaking-core
716,Core Word,266,small,작은,This is a small option.,2.0,curated-speaking-core
717,Core Word,267,something,무언가,"I use the word ""something"" often.",2.0,curated-speaking-core
718,Core Word,268,soon,곧,We use this soon in conversation.,2.0,curated-speaking-core
719,Core Word,269,special,특별한,This is a special option.,2.0,curated-speaking-core
720,Core Word,270,still,여전히,We use this still in conversation.,2.0,curated-speaking-core
721,Core Word,271,system,시스템,"I use the word ""system"" often.",2.0,curated-speaking-core
722,Core Word,272,team,팀,"I use the word ""team"" often.",2.0,curated-speaking-core
723,Core Word,273,thing,것,"I use the word ""thing"" often.",2.0,curated-speaking-core
724,Core Word,274,time,시간,"I use the word ""time"" often.",2.0,curated-speaking-core
725,Core Word,275,today,오늘,"I use the word ""today"" often.",2.0,curated-speaking-core
726,Core Word,276,together,함께,We use this together in conversation.,2.0,curated-speaking-core
727,Core Word,277,tomorrow,내일,"I use the word ""tomorrow"" often.",2.0,curated-speaking-core
728,Core Word,278,too,너무 / 또한,"I use the word ""too"" often.",2.0,curated-speaking-core
729,Core Word,279,under,아래에,"I use the word ""under"" often.",2.0,curated-speaking-core
730,Core Word,280,until,~까지,"I use the word ""until"" often.",2.0,curated-speaking-core
731,Core Word,281,up,위로,"I use the word ""up"" often.",2.0,curated-speaking-core
732,Core Word,282,very,매우,"I use the word ""very"" often.",2.0,curated-speaking-core
733,Core Word,283,way,방법,"I use the word ""way"" often.",2.0,curated-speaking-core
734,Core Word,284,week,주,"I use the word ""week"" often.",2.0,curated-speaking-core
735,Core Word,285,well,잘,"I use the word ""well"" often.",2.0,curated-speaking-core
736,Core Word,286,whole,전체의,This is a whole option.,2.0,curated-speaking-core
737,Core Word,287,wrong,잘못된,This is a wrong option.,2.0,curated-speaking-core
738,Core Word,288,year,년,"I use the word ""year"" often.",2.0,curated-speaking-core
739,Core Word,289,access,접근 / 접근하다,"I use the word ""access"" often.",2.0,curated-speaking-core
740,Core Word,290,account,계정,"I use the word ""account"" often.",2.0,curated-speaking-core
741,Core Word,291,application,애플리케이션 / 지원,"I use the word ""application"" often.",2.0,curated-speaking-core
742,Core Word,292,approval,승인,"I use the word ""approval"" often.",2.0,curated-speaking-core
743,Core Word,293,area,영역,"I use the word ""area"" often.",2.0,curated-speaking-core
744,Core Word,294,available,사용 가능한,This is a available option.,2.0,curated-speaking-core
745,Core Word,295,backup,백업,"I use the word ""backup"" often.",2.0,curated-speaking-core
746,Core Word,296,batch,배치,"I use the word ""batch"" often.",2.0,curated-speaking-core
747,Core Word,297,behavior,동작 / 행동,"I use the word ""behavior"" often.",2.0,curated-speaking-core
748,Core Word,298,branch,브랜치,"I use the word ""branch"" often.",2.0,curated-speaking-core
749,Core Word,299,bug,버그,"I use the word ""bug"" often.",2.0,curated-speaking-core
750,Core Word,300,button,버튼,"I use the word ""button"" often.",2.0,curated-speaking-core
751,Core Word,301,client,클라이언트,"I use the word ""client"" often.",2.0,curated-speaking-core
752,Core Word,302,code,코드,"I use the word ""code"" often.",2.0,curated-speaking-core
753,Core Word,303,config,설정,"I use the word ""config"" often.",2.0,curated-speaking-core
754,Core Word,304,connection,연결,"I use the word ""connection"" often.",2.0,curated-speaking-core
755,Core Word,305,database,데이터베이스,"I use the word ""database"" often.",2.0,curated-speaking-core
756,Core Word,306,deadline,마감일,"I use the word ""deadline"" often.",2.0,curated-speaking-core
757,Core Word,307,decision,결정,"I use the word ""decision"" often.",2.0,curated-speaking-core
758,Core Word,308,detail,세부사항,"I use the word ""detail"" often.",2.0,curated-speaking-core
759,Core Word,309,document,문서,"I use the word ""document"" often.",2.0,curated-speaking-core
760,Core Word,310,environment,환경,"I use the word ""environment"" often.",2.0,curated-speaking-core
761,Core Word,311,event,이벤트,"I use the word ""event"" often.",2.0,curated-speaking-core
762,Core Word,312,feature,기능,"I use the word ""feature"" often.",2.0,curated-speaking-core
763,Core Word,313,file,파일,"I use the word ""file"" often.",2.0,curated-speaking-core
764,Core Word,314,flow,흐름,"I use the word ""flow"" often.",2.0,curated-speaking-core
765,Core Word,315,function,기능 / 함수,"I use the word ""function"" often.",2.0,curated-speaking-core
766,Core Word,316,history,이력,"I use the word ""history"" often.",2.0,curated-speaking-core
767,Core Word,317,input,입력,"I use the word ""input"" often.",2.0,curated-speaking-core
768,Core Word,318,integration,연동,"I use the word ""integration"" often.",2.0,curated-speaking-core
769,Core Word,319,interface,인터페이스,"I use the word ""interface"" often.",2.0,curated-speaking-core
770,Core Word,320,item,항목,"I use the word ""item"" often.",2.0,curated-speaking-core
771,Core Word,321,language,언어,"I use the word ""language"" often.",2.0,curated-speaking-core
772,Core Word,322,limit,제한,"I use the word ""limit"" often.",2.0,curated-speaking-core
773,Core Word,323,link,링크,"I use the word ""link"" often.",2.0,curated-speaking-core
774,Core Word,324,list,목록,"I use the word ""list"" often.",2.0,curated-speaking-core
775,Core Word,325,log,로그,"I use the word ""log"" often.",2.0,curated-speaking-core
776,Core Word,326,message,메시지,"I use the word ""message"" often.",2.0,curated-speaking-core
777,Core Word,327,method,방법,"I use the word ""method"" often.",2.0,curated-speaking-core
778,Core Word,328,model,모델,"I use the word ""model"" often.",2.0,curated-speaking-core
779,Core Word,329,network,네트워크,"I use the word ""network"" often.",2.0,curated-speaking-core
780,Core Word,330,option,옵션,"I use the word ""option"" often.",2.0,curated-speaking-core
781,Core Word,331,output,출력,"I use the word ""output"" often.",2.0,curated-speaking-core
782,Core Word,332,page,페이지,"I use the word ""page"" often.",2.0,curated-speaking-core
783,Core Word,333,permission,권한,"I use the word ""permission"" often.",2.0,curated-speaking-core
784,Core Word,334,platform,플랫폼,"I use the word ""platform"" often.",2.0,curated-speaking-core
785,Core Word,335,priority,우선순위,"I use the word ""priority"" often.",2.0,curated-speaking-core
786,Core Word,336,release,릴리스,"I use the word ""release"" often.",2.0,curated-speaking-core
787,Core Word,337,request,요청,"I use the word ""request"" often.",2.0,curated-speaking-core
788,Core Word,338,response,응답,"I use the word ""response"" often.",2.0,curated-speaking-core
789,Core Word,339,risk,위험,"I use the word ""risk"" often.",2.0,curated-speaking-core
790,Core Word,340,role,역할,"I use the word ""role"" often.",2.0,curated-speaking-core
791,Core Word,341,screen,화면,"I use the word ""screen"" often.",2.0,curated-speaking-core
792,Core Word,342,server,서버,"I use the word ""server"" often.",2.0,curated-speaking-core
793,Core Word,343,session,세션,"I use the word ""session"" often.",2.0,curated-speaking-core
794,Core Word,344,setting,설정,"I use the word ""setting"" often.",2.0,curated-speaking-core
795,Core Word,345,source,소스,"I use the word ""source"" often.",2.0,curated-speaking-core
796,Core Word,346,status,상태,"I use the word ""status"" often.",2.0,curated-speaking-core
797,Core Word,347,step,단계,"I use the word ""step"" often.",2.0,curated-speaking-core
798,Core Word,348,storage,저장공간,"I use the word ""storage"" often.",2.0,curated-speaking-core
799,Core Word,349,task,작업,"I use the word ""task"" often.",2.0,curated-speaking-core
800,Core Word,350,tool,도구,"I use the word ""tool"" often.",2.0,curated-speaking-core
801,Core Word,351,transaction,트랜잭션,"I use the word ""transaction"" often.",2.0,curated-speaking-core
802,Core Word,352,update,업데이트,"I use the word ""update"" often.",2.0,curated-speaking-core
803,Core Word,353,user,사용자,"I use the word ""user"" often.",2.0,curated-speaking-core
804,Core Word,354,value,값,"I use the word ""value"" often.",2.0,curated-speaking-core
805,Core Word,355,version,버전,"I use the word ""version"" often.",2.0,curated-speaking-core
806,Core Word,356,workaround,우회책,"I use the word ""workaround"" often.",2.0,curated-speaking-core
807,Core Word,357,accept,수락하다,We need to accept this today.,2.0,curated-speaking-core
808,Core Word,358,achieve,달성하다,We need to achieve this today.,2.0,curated-speaking-core
809,Core Word,359,apply,지원하다 / 적용하다,Please do it apply.,2.0,curated-speaking-core
810,Core Word,360,arrive,도착하다,We need to arrive this today.,2.0,curated-speaking-core
811,Core Word,361,avoid,피하다,We need to avoid this today.,2.0,curated-speaking-core
812,Core Word,362,cancel,취소하다,We need to cancel this today.,2.0,curated-speaking-core
813,Core Word,363,compare,비교하다,Compare the two results.,2.0,curated-speaking-core
814,Core Word,364,confirm,확인하다,Can you confirm this?,2.0,curated-speaking-core
815,Core Word,365,connect,연결하다,We need to connect this today.,2.0,curated-speaking-core
816,Core Word,366,contact,연락하다,We need to contact this today.,2.0,curated-speaking-core
817,Core Word,367,control,제어하다,We need to control this today.,2.0,curated-speaking-core
818,Core Word,368,copy,복사하다,We need to copy this today.,2.0,curated-speaking-core
819,Core Word,369,correct,수정하다 / 맞는,This is a correct option.,2.0,curated-speaking-core
820,Core Word,370,delete,삭제하다,We need to delete this today.,2.0,curated-speaking-core
821,Core Word,371,deploy,배포하다,We will deploy the fix tomorrow.,2.0,curated-speaking-core
822,Core Word,372,describe,설명하다,We need to describe this today.,2.0,curated-speaking-core
823,Core Word,373,design,설계하다,We need to design this today.,2.0,curated-speaking-core
824,Core Word,374,discuss,논의하다,We need to discuss this today.,2.0,curated-speaking-core
825,Core Word,375,download,다운로드하다,We need to download this today.,2.0,curated-speaking-core
826,Core Word,376,edit,수정하다,We need to edit this today.,2.0,curated-speaking-core
827,Core Word,377,enable,활성화하다,We need to enable this today.,2.0,curated-speaking-core
828,Core Word,378,enter,입력하다 / 들어가다,We need to enter this today.,2.0,curated-speaking-core
829,Core Word,379,fail,실패하다,We need to fail this today.,2.0,curated-speaking-core
830,Core Word,380,finish,끝내다,We need to finish this today.,2.0,curated-speaking-core
831,Core Word,381,focus,집중하다,We need to focus this today.,2.0,curated-speaking-core
832,Core Word,382,handle,처리하다,We need to handle this today.,2.0,curated-speaking-core
833,Core Word,383,improve,개선하다,We can improve this later.,2.0,curated-speaking-core
834,Core Word,384,increase,증가시키다,We need to increase this today.,2.0,curated-speaking-core
835,Core Word,385,join,참여하다,We need to join this today.,2.0,curated-speaking-core
836,Core Word,386,manage,관리하다,We need to manage this today.,2.0,curated-speaking-core
837,Core Word,387,match,맞추다 / 일치하다,We need to match this today.,2.0,curated-speaking-core
838,Core Word,388,notice,알아차리다 / 공지,We need to notice this today.,2.0,curated-speaking-core
839,Core Word,389,prepare,준비하다,We need to prepare this today.,2.0,curated-speaking-core
840,Core Word,390,prevent,방지하다,We need to prevent this today.,2.0,curated-speaking-core
841,Core Word,391,print,출력하다,We need to print this today.,2.0,curated-speaking-core
842,Core Word,392,replace,교체하다,We need to replace this today.,2.0,curated-speaking-core
843,Core Word,393,reply,답장하다,Please do it reply.,2.0,curated-speaking-core
844,Core Word,394,restart,재시작하다,We may need to restart the service.,2.0,curated-speaking-core
845,Core Word,395,restore,복구하다,We restored the data from backup.,2.0,curated-speaking-core
846,Core Word,396,retry,재시도하다,Let us retry the request.,2.0,curated-speaking-core
847,Core Word,397,search,검색하다,We need to search this today.,2.0,curated-speaking-core
848,Core Word,398,select,선택하다,We need to select this today.,2.0,curated-speaking-core
849,Core Word,399,share,공유하다,We need to share this today.,2.0,curated-speaking-core
850,Core Word,400,solve,해결하다,We need to solve this today.,2.0,curated-speaking-core
851,Core Word,401,sort,정렬하다,We need to sort this today.,2.0,curated-speaking-core
852,Core Word,402,submit,제출하다,Please submit the request today.,2.0,curated-speaking-core
853,Core Word,403,switch,전환하다,We need to switch this today.,2.0,curated-speaking-core
854,Core Word,404,sync,동기화하다,We need to sync this today.,2.0,curated-speaking-core
855,Core Word,405,upload,업로드하다,We need to upload this today.,2.0,curated-speaking-core
856,Core Word,406,verify,검증하다,Please verify the result.,2.0,curated-speaking-core
857,Core Word,407,accurate,정확한,The data looks accurate.,2.0,curated-speaking-core
858,Core Word,408,active,활성의 / 활동적인,The account is still active.,2.0,curated-speaking-core
859,Core Word,409,actual,실제의,The actual result is different.,2.0,curated-speaking-core
860,Core Word,410,additional,추가의,We need additional information.,2.0,curated-speaking-core
861,Core Word,411,careful,주의 깊은,Be careful with this change.,2.0,curated-speaking-core
862,Core Word,412,direct,직접적인,We need a direct answer.,2.0,curated-speaking-core
863,Core Word,413,early,이른 / 일찍,Please do it early.,2.0,curated-speaking-core
864,Core Word,414,effective,효과적인,This is an effective solution.,2.0,curated-speaking-core
865,Core Word,415,empty,비어 있는,The response is empty.,2.0,curated-speaking-core
866,Core Word,416,exact,정확한,What is the exact error message?,2.0,curated-speaking-core
867,Core Word,417,final,최종의,This is the final version.,2.0,curated-speaking-core
868,Core Word,418,fine,괜찮은 / 좋은,Everything looks fine.,2.0,curated-speaking-core
869,Core Word,419,internal,내부의,This is for internal use only.,2.0,curated-speaking-core
870,Core Word,420,latest,최신의,Please use the latest version.,2.0,curated-speaking-core
871,Core Word,421,local,로컬의 / 지역의,It works in my local environment.,2.0,curated-speaking-core
872,Core Word,422,manual,수동의 / 매뉴얼,We need a manual check.,2.0,curated-speaking-core
873,Core Word,423,missing,누락된,One field is missing.,2.0,curated-speaking-core
874,Core Word,424,normal,정상적인 / 보통의,This is normal behavior.,2.0,curated-speaking-core
875,Core Word,425,previous,이전의,Compare it with the previous version.,2.0,curated-speaking-core
876,Core Word,426,private,개인적인 / 비공개의,This repository is private.,2.0,curated-speaking-core
877,Core Word,427,public,공개의,This page is public.,2.0,curated-speaking-core
878,Core Word,428,recent,최근의,Do you have a recent example?,2.0,curated-speaking-core
879,Core Word,429,required,필수의 / 요구되는,This field is required.,2.0,curated-speaking-core
880,Core Word,430,stable,안정적인,The service is stable now.,2.0,curated-speaking-core
881,Core Word,431,successful,성공적인,The deployment was successful.,2.0,curated-speaking-core
882,Core Word,432,temporary,임시의,This is a temporary fix.,2.0,curated-speaking-core
883,Core Word,433,quickly,빠르게,Please do it quickly.,2.0,curated-speaking-core
884,Core Word,434,slowly,천천히,Please do it slowly.,2.0,curated-speaking-core
885,Core Word,435,exactly,정확히 / 바로,Please do it exactly.,2.0,curated-speaking-core
886,Core Word,436,probably,아마도,Please do it probably.,2.0,curated-speaking-core
887,Core Word,437,really,정말로,Please do it really.,2.0,curated-speaking-core
888,Core Word,438,recently,최근에,Please do it recently.,2.0,curated-speaking-core
889,Core Word,439,usually,보통,Please do it usually.,2.0,curated-speaking-core
890,Core Word,440,sometimes,가끔,Sometimes I work from home.,2.0,curated-speaking-core
891,Core Word,441,often,자주,How often does this happen?,2.0,curated-speaking-core
892,Core Word,442,rarely,드물게,Please do it rarely.,2.0,curated-speaking-core
893,Core Word,443,finally,마침내 / 마지막으로,Please do it finally.,2.0,curated-speaking-core
894,Core Word,444,currently,현재,Please do it currently.,2.0,curated-speaking-core
895,Core Word,445,directly,직접,Please do it directly.,2.0,curated-speaking-core
896,Core Word,446,especially,특히,Please do it especially.,2.0,curated-speaking-core
897,Core Word,447,basically,기본적으로 / 쉽게 말해,Please do it basically.,2.0,curated-speaking-core
898,Core Word,448,simply,간단히,Please do it simply.,2.0,curated-speaking-core
899,Core Word,449,clearly,명확하게,Please do it clearly.,2.0,curated-speaking-core
900,Core Word,450,carefully,주의 깊게,Please do it carefully.,2.0,curated-speaking-core
901,Core Word,451,yet,아직 / 벌써,I have not finished yet.,2.0,curated-speaking-core
902,Core Word,452,who,누구,Who is it?,2.0,curated-speaking-core
903,Core Word,453,what,무엇,What is it?,2.0,curated-speaking-core
904,Core Word,454,when,언제,When is it?,2.0,curated-speaking-core
905,Core Word,455,where,어디,Where is it?,2.0,curated-speaking-core
906,Core Word,456,why,왜,Why is it?,2.0,curated-speaking-core
907,Core Word,457,how,어떻게,How is it?,2.0,curated-speaking-core
908,Core Word,458,which,어느 것,Which is it?,2.0,curated-speaking-core
909,Core Word,459,this,이것 / 이,This looks good.,2.0,curated-speaking-core
910,Core Word,460,that,저것 / 그,That makes sense.,2.0,curated-speaking-core
911,Core Word,461,these,이것들 / 이,These are the latest files.,2.0,curated-speaking-core
912,Core Word,462,those,저것들 / 그,Those are the old versions.,2.0,curated-speaking-core
913,Core Word,463,someone,누군가,Someone changed the setting.,2.0,curated-speaking-core
914,Core Word,464,everyone,모두,Everyone is ready.,2.0,curated-speaking-core
915,Core Word,465,nobody,아무도 ~않다,Nobody knows the answer.,2.0,curated-speaking-core
916,Core Word,466,each,각각,Check each item carefully.,2.0,curated-speaking-core
917,Core Word,467,neither,둘 다 아닌,Neither option works for me.,2.0,curated-speaking-core
918,Core Word,468,some,일부 / 어떤,I need some more time.,2.0,curated-speaking-core
919,Core Word,469,no,없는 / 아니,There is no problem.,2.0,curated-speaking-core
920,Core Word,470,several,몇몇의,We have several options.,2.0,curated-speaking-core
921,Core Word,471,and,그리고,We can use 'and' to connect ideas.,2.0,curated-speaking-core
922,Core Word,472,but,하지만,We can use 'but' to connect ideas.,2.0,curated-speaking-core
923,Core Word,473,or,또는,We can use 'or' to connect ideas.,2.0,curated-speaking-core
924,Core Word,474,so,그래서,We can use 'so' to connect ideas.,2.0,curated-speaking-core
925,Core Word,475,if,만약 ~라면,We can use 'if' to connect ideas.,2.0,curated-speaking-core
926,Core Word,476,though,비록 ~이지만,We can use 'though' to connect ideas.,2.0,curated-speaking-core
927,Core Word,477,although,비록 ~이지만,We can use 'although' to connect ideas.,2.0,curated-speaking-core
928,Core Word,478,while,~하는 동안 / 반면에,We can use 'while' to connect ideas.,2.0,curated-speaking-core
929,Core Word,479,since,~이후로 / ~이므로,We can use 'since' to connect ideas.,2.0,curated-speaking-core
930,Core Word,480,unless,~하지 않는 한,We can use 'unless' to connect ideas.,2.0,curated-speaking-core
